FID,OBJECTID,SHAPE,ADRESSE,ANDERE_BEZEICHNUNG,ART_DER_ORGANISATION,ART_DES_BAUWERKS,ART_DES_EREIGNISSES,ART_DES_OBJEKTS,BENANNT_NACH,BEZIRK,BEZIRK_TXT,DATUM_BIS,DATUM_VON,EINLAGEZAHL,FRUEHERE_BEZEICHNUNG,KATEGORIE,KATEGORIE_TXT,LAGE,NAME_SEIT,PAGEID,PROMINENTE_BEWOHNER,PROMINENTE_PERSONEN,SEITENNAME,STADTPLAN,WEBLINK1,SE_ANNO_CAD_DATA
KULTURWIKIOGD.293885,293885,POINT (16.320678460342034 48.22434800560981),"17., Richthausenstraße 2 Obj. 27",,,,,Grünfläche,Clemens Krauss,17,17,,,,,0,topografische_objekte,,,20437,,,Clemens-Krauss-Park,1,https://www.geschichtewiki.wien.gv.at/?curid=20437,
KULTURWIKIOGD.293886,293886,POINT (16.411069038775178 48.23859588244016),"22., Mispelweg 8 Donauturm",,,,,Grünfläche,Clemens Krauss,22,22,,,,,0,topografische_objekte,Leopoldau,,20439,,,"Clemens-Krauss-Park (22, Leopoldau)",1,https://www.geschichtewiki.wien.gv.at/?curid=20439,
KULTURWIKIOGD.293887,293887,POINT (16.321139512638318 48.263261819882956),"19., Cobenzl 94",Reisenberg,,,,Berg,Philipp Johann Cobenzl,19,19,,,,,0,topografische_objekte,,,21209,,,Cobenzl,1,https://www.geschichtewiki.wien.gv.at/?curid=21209,
KULTURWIKIOGD.293888,293888,POINT (16.376841158637728 48.20401206821681),"01., Parkring 16",,,,,Sonstiges,Commune Wien,1,,,,,,0,topografische_objekte,Parkring 14-20,,21962,,,Communalloch,1,https://www.geschichtewiki.wien.gv.at/?curid=21962,
KULTURWIKIOGD.293889,293889,POINT (16.351878269609347 48.19616412130562),"06., Gumpendorfer Straße 63G",,,,,Sonstiges,"Peter Ritter von Cornelius,Peter Cornelius",6,6,,,,,0,TopografischeObjekte,Gumpendorf,,22678,,,Corneliusstiege,1,https://www.geschichtewiki.wien.gv.at/?curid=22678,
KULTURWIKIOGD.293890,293890,POINT (16.341757369346272 48.232448954667646),"18., Cottagegasse 46",,,,,Grätzel,,18,,,,,,0,topografische_objekte,Währing; Döbling,,22993,,,Cottageviertel,1,https://www.geschichtewiki.wien.gv.at/?curid=22993,
KULTURWIKIOGD.293891,293891,POINT (16.30911246661657 48.187382189774844),"14., Hadikpark MA42 GARTENOBJEKT",,,,,Grünfläche,Richard Nikolaus Coudenhove-Kalergi,14,13,,,,,0,topografische_objekte,,,23177,,,Coudenhove-Park,1,https://www.geschichtewiki.wien.gv.at/?curid=23177,
KULTURWIKIOGD.293892,293892,POINT (16.39120508937512 48.20491205514042),"03., Uchatiusgasse 12/2",,,,,Grünfläche,Ignaz Czapka,3,3,,,,,0,topografische_objekte,,,23854,,,Czapkapark,1,https://www.geschichtewiki.wien.gv.at/?curid=23854,
KULTURWIKIOGD.293893,293893,POINT (16.340915354503775 48.21869402027309),"18., Leo-Slezak-Gasse 9",,,,,Sonstiges,Schneidermeister Czermack,18,18,,,,,0,TopografischeObjekte,Währing,,23983,,,Czermackfeld,1,https://www.geschichtewiki.wien.gv.at/?curid=23983,
KULTURWIKIOGD.293894,293894,POINT (16.387559122048994 48.215349007641485),"02., Praterstraße 50/2",,,,,Sonstiges,Johann Rudolf Czernin,2,2,,,,,0,TopografischeObjekte,zwischen Czerningasse 9 und Praterstraße 52,,24332,,,Czerninpassage,1,https://www.geschichtewiki.wien.gv.at/?curid=24332,
KULTURWIKIOGD.293895,293895,POINT (16.32900037205056 48.19013916410158),"15., Reindorfgasse 29/2",,,,,Grünfläche,Franz Wenzel Dadler,15,15,,,,,0,topografische_objekte,zwischen Dadlergasse und Reindorfgasse,,24603,,,Dadlerpark,1,https://www.geschichtewiki.wien.gv.at/?curid=24603,
KULTURWIKIOGD.293896,293896,POINT (16.431792044186125 48.21987151973098),"22., Dampfschiffhaufen 12",Dampfschiffhäufel,,,,Sonstiges,Dampfschiffstation der DDSG,22,22,,,,,0,TopografischeObjekte,Kaisermühlen,,25481,,,Dampfschiffhaufen,1,https://www.geschichtewiki.wien.gv.at/?curid=25481,
KULTURWIKIOGD.293897,293897,POINT (16.265912678962813 48.188260212630425),"13., Wolfrathplatz 2",,,,,Grünfläche,Hermann Kinzl,13,13,,,,,0,topografische_objekte,Ober-St.-Veit,,44271,,,Dechant-Kinzl-Park,1,https://www.geschichtewiki.wien.gv.at/?curid=44271,
KULTURWIKIOGD.293898,293898,POINT (16.277903657335774 48.21555307453755),"16., Johann-Staud-Straße 72/A",,,,,Sonstiges,,16,16,,,,,0,TopografischeObjekte,,,1464,,,Degenplatz,1,https://www.geschichtewiki.wien.gv.at/?curid=1464,
KULTURWIKIOGD.293899,293899,POINT (16.277903657335774 48.21555307453755),"16., Johann-Staud-Straße 72/A",1890,,,,Sonstiges,Ferdinand Degen,16,16,,,,Degenplatz,0,TopografischeObjekte,"Savoyenstraße, Haydlergasse, Johann-Staud-Gasse",,1465,,,Degenruhe,1,https://www.geschichtewiki.wien.gv.at/?curid=1465,
KULTURWIKIOGD.293900,293900,POINT (16.266592702499825 48.20760711931402),"14., Rosentalgasse 41",,,,,Grünfläche,,14,14,,,,,0,topografische_objekte,"Dehnegasse, Rosental, Baumgartner Höhe",,1769,,,Dehnepark,1,https://www.geschichtewiki.wien.gv.at/?curid=1769,
KULTURWIKIOGD.293901,293901,POINT (16.393344173109924 48.27278073002711),"21., Prager Straße 92/15",,,,,Grünfläche,,21,,,,,,0,topografische_objekte,,,2997,,,Denglerpark,1,https://www.geschichtewiki.wien.gv.at/?curid=2997,
KULTURWIKIOGD.293902,293902,POINT (16.367398231929574 48.22389497910012),"09., Roßauer Lände 29",,,,,Grünfläche,Diana Budisavljevic,9,9,,,,,0,topografische_objekte,,,33479,,,Diana-Budisavljevic-Park,1,https://www.geschichtewiki.wien.gv.at/?curid=33479,
KULTURWIKIOGD.293903,293903,POINT (16.376012013073886 48.213567135220664),"02., Obere Donaustraße 93",,,,,Sonstiges,,2,2,,1923,,,0,TopografischeObjekte,Dianabad,26 Juni 1923,4595,,,Dianabadufer,1,https://www.geschichtewiki.wien.gv.at/?curid=4595,
KULTURWIKIOGD.293904,293904,POINT (16.391714245508293 48.319382509003944),"21., KLG In den oberen Falkenbergen Parz. 7",,,,,Sonstiges,,21,21,,1865,,,0,TopografischeObjekte,,1865,53901,,,Die Schanzen am Wiener Bisamberg als Teil des Wiener Festungswerkes 1865,1,https://www.geschichtewiki.wien.gv.at/?curid=53901,
KULTURWIKIOGD.293905,293905,POINT (16.33020241222593 48.223059006500534),"17., Diepoldplatz WC-ANLAGE",,,,,Grünfläche,Diepoldus,17,17,,,,,0,topografische_objekte,,,44272,,,Diepoldpark,1,https://www.geschichtewiki.wien.gv.at/?curid=44272,
KULTURWIKIOGD.293906,293906,POINT (16.358465302213734 48.24316089284483),"19., Wertheimsteinpark MA42",,,,,Grünfläche,Dietrich Eckart,19,19,,,,Wertheimsteinpark,0,topografische_objekte,Oberdöbling,,5553,,,"Dietrich-Eckart-Park (19, Oberdöbling)",1,https://www.geschichtewiki.wien.gv.at/?curid=5553,
KULTURWIKIOGD.293907,293907,POINT (16.381706132895367 48.20299007034465),"03., Am Heumarkt 3/1",,,,,Grätzel,,3,3,,,,,0,TopografischeObjekte,Reisnerstaße; Heumark; Rennweg,,5881,,,Diplomatenviertel,1,https://www.geschichtewiki.wien.gv.at/?curid=5881,
KULTURWIKIOGD.293908,293908,POINT (16.416258411226355 48.22030842223218),"02., Kafkasteg R RESTAURANT","Donaukanal, Hauptstrom",,,,Gewässer,,,,,,,,0,topografische_objekte,,,7390,,,Donau,1,https://www.geschichtewiki.wien.gv.at/?curid=7390,
KULTURWIKIOGD.293909,293909,POINT (16.41239517287993 48.23389574201643),"22., Donau-City-Straße 12/2",,,,,Grätzel,,22,,,,,,0,topografische_objekte,,,31336,,,Donau-City,1,https://www.geschichtewiki.wien.gv.at/?curid=31336,
KULTURWIKIOGD.293910,293910,POINT (16.42591248022759 48.25245848007901),"21., Donaufelder Straße 135 TANKSTELLE",,,,,Ort,,21,,,,,,0,topografische_objekte,"Leopoldauer Straße, Patrizigasse, Donaufelder Straße",,7731,,,Donaufeld (Ort),1,https://www.geschichtewiki.wien.gv.at/?curid=7731,
KULTURWIKIOGD.293911,293911,POINT (16.422334011121595 48.25898877771211),"21., Töllergasse 31",,,,,Friedhof,Donaufeld,21,21,,1880,,,0,TopografischeObjekte,,,7733,,,Donaufelder Friedhof,1,https://www.geschichtewiki.wien.gv.at/?curid=7733,
KULTURWIKIOGD.293912,293912,POINT (16.422316012212807 48.25899877805169),"21., Töllergasse 31",,,,,Grünfläche,Donaufeld,21,21,,,,Donaufelder Friedhofspark,0,topografische_objekte,Leopoldau,,7750,,,"Donaufelder Park (21, Leopoldau)",1,https://www.geschichtewiki.wien.gv.at/?curid=7750,
KULTURWIKIOGD.293913,293913,POINT (16.424464841116947 48.216802625653656),"22., Am Kaisermühlendamm 106 Obj. 1",,,,,Werd,Donau,,,,,,,0,topografische_objekte,,,7795,,,Donauinsel,1,https://www.geschichtewiki.wien.gv.at/?curid=7795,
KULTURWIKIOGD.293914,293914,POINT (16.3950020299091 48.21135123303799),"02., Schüttelstraße 17A",,,,,Gewässer,,,,,,,,0,topografische_objekte,,,7431,,,Donaukanal,1,https://www.geschichtewiki.wien.gv.at/?curid=7431,
KULTURWIKIOGD.293915,293915,POINT (16.41112603832201 48.23859588210937),"22., Mispelweg 8 Donauturm",,,,,Grünfläche,Donau,22,22,,,,,0,topografische_objekte,,,7473,,,Donaupark,1,https://www.geschichtewiki.wien.gv.at/?curid=7473,
KULTURWIKIOGD.293916,293916,POINT (16.440073935695807 48.26645673085566),"21., St.-Michael-Gasse 12",,,,,Grünfläche,Siedlern aus Donaugebiet,21,,,,,,0,topografische_objekte,,,33448,,,Donauschwabenpark,1,https://www.geschichtewiki.wien.gv.at/?curid=33448,
KULTURWIKIOGD.293917,293917,POINT (16.488414025677418 48.22008867544993),"22., Pilotengasse 72",,,,,Bezirk,Donau,22,,,,,,0,topografische_objekte,am linken Donauufer,,7525,,,Donaustadt,1,https://www.geschichtewiki.wien.gv.at/?curid=7525,
KULTURWIKIOGD.293918,293918,POINT (16.406921035323297 48.22172696469174),"02., Jungstraße 15/1",,,,,Grätzel,Donau,2,2,,1875,,,0,TopografischeObjekte,,1875,7512,,,Donaustadt (2),1,https://www.geschichtewiki.wien.gv.at/?curid=7512,
KULTURWIKIOGD.293919,293919,POINT (16.299107843493825 48.230910814954406),"17., Zwerngasse 59",,,,,Gewässer,,17,,,,,,0,topografische_objekte,,,8538,,,Dornbach (Gewässer),1,https://www.geschichtewiki.wien.gv.at/?curid=8538,
KULTURWIKIOGD.293920,293920,POINT (16.31154651051293 48.22789499454595),"17., Alszeile 28(DORNBACHER FRIEDHOF)",,,,,Friedhof,Dornbach,17,,,,,,0,topografische_objekte,,,8556,,,Dornbacher Friedhof,1,https://www.geschichtewiki.wien.gv.at/?curid=8556,
KULTURWIKIOGD.293921,293921,POINT (16.345705306230997 48.20057610388061),"07., Bandgasse 5/1",,,,,Grünfläche,Dorothea Neff,7,7,,,,,0,topografische_objekte,,,33253,,,Dorothea-Neff-Park,1,https://www.geschichtewiki.wien.gv.at/?curid=33253,
KULTURWIKIOGD.293922,293922,POINT (16.227784952752096 48.14157503676783),"23., Bohattasteg 2361",,,,,Sonstiges,,23,13,,,,,0,TopografischeObjekte,Lainzer Tiergarten,,8753,,,Dorotheerwald,1,https://www.geschichtewiki.wien.gv.at/?curid=8753,
KULTURWIKIOGD.293923,293923,POINT (16.23662878676896 48.16292435140449),,,,,,Sonstiges,,,13,,,,,0,TopografischeObjekte,Lainzer Tiergarten,,8755,,,Dorotheerwiese,1,https://www.geschichtewiki.wien.gv.at/?curid=8755,
KULTURWIKIOGD.293924,293924,POINT (16.379834902185326 48.2075320429592),"01., Dr.-Karl-Lueger-Platz 2/1",Josef-Schoiswohl-Park,,,,Grünfläche,Karl Lueger,1,23,,,,Dreiständepark,0,topografische_objekte,Mauer,,10050,,,Dr.-Karl-Lueger-Park (23),1,https://www.geschichtewiki.wien.gv.at/?curid=10050,
KULTURWIKIOGD.293925,293925,POINT (16.320861483816138 48.24127692517119),"19., Koschatgasse 61 Parz. 34",,,,,Grünfläche,Leopold Florian Meißner,19,19,,,,,0,topografische_objekte,Pötzleinsdorf,,10058,,,Dr.-Meißner-Park,1,https://www.geschichtewiki.wien.gv.at/?curid=10058,
KULTURWIKIOGD.293926,293926,POINT (16.296378467177338 48.14375740605612),"23., Schrailplatz 2",,,,,Grünfläche,Dr.-Rudolf-Hatschek-Park,23,23,,,,,0,topografische_objekte,Atzgersdorf,,10112,,,Dr.-Rudolf-Hatschek-Park,1,https://www.geschichtewiki.wien.gv.at/?curid=10112,
KULTURWIKIOGD.293927,293927,POINT (16.33943426719782 48.15077034587346),"23., Triester Liesingbrücke 2316",,,,,Grünfläche,Heinrich Drasche,23,23,,,,,0,topografische_objekte,,,11110,,,Draschepark,1,https://www.geschichtewiki.wien.gv.at/?curid=11110,
KULTURWIKIOGD.293928,293928,POINT (16.36820017492416 48.18610815914313),"04., Kolschitzkygasse 23",Alois-Drasche-Park,,,,Grünfläche,,4,4,,,,,0,topografische_objekte,,,9203,,,Draschepark (4),1,https://www.geschichtewiki.wien.gv.at/?curid=9203,
KULTURWIKIOGD.293929,293929,POINT (16.31902741208776 48.18361420103566),"13., Schönbrunner Straße 309",Weigls Dreherpark,,,,Grünfläche,Anton Dreher der Jüngere,12,,,,,,0,topografische_objekte,,,9285,,,Dreherpark (12),1,https://www.geschichtewiki.wien.gv.at/?curid=9285,
KULTURWIKIOGD.293930,293930,POINT (16.32568438815074 48.18986616782705),"15., Dreihausgasse 36",,,,,Grätzel,,15,15,,,,,0,TopografischeObjekte,Braunhirschengrund,,9552,,,Dreihaus,1,https://www.geschichtewiki.wien.gv.at/?curid=9552,
KULTURWIKIOGD.293931,293931,POINT (16.284288843506705 48.258657687728906),"19., Häuserl-am-Roan-Brücke 1924",,,,,Berg,,19,,,,,,0,TopografischeObjekte,,,9840,,,Dreimarkstein,1,https://www.geschichtewiki.wien.gv.at/?curid=9840,
KULTURWIKIOGD.293932,293932,POINT (16.391978122158594 48.23130492891669),"02., Vorgartenstraße 98 Haus 4",,,,,Sonstiges,,,,,,,,0,topografische_objekte,,,31359,,,Dresdner Spange,1,https://www.geschichtewiki.wien.gv.at/?curid=31359,
KULTURWIKIOGD.293933,293933,POINT (16.27388159490561 48.156284360037574),"23., Rosenhügelstraße 249",,,,,Grünfläche,Königreich Bhutan,23,,,,,,0,topografische_objekte,,,33228,,,Druk-Yul-Park,1,https://www.geschichtewiki.wien.gv.at/?curid=33228,
KULTURWIKIOGD.293934,293934,POINT (16.367902216070714 48.21387702655404),"01., Börseplatz 6",,,,,Sonstiges,,1,1,,1418,,,0,TopografischeObjekte,Ringmauer,,10405,,,Durchgangsturm,1,https://www.geschichtewiki.wien.gv.at/?curid=10405,
KULTURWIKIOGD.293935,293935,POINT (16.38384096159281 48.23869424363277),"20., Allerheiligenplatz 6",,,,,Gewässer,Durchlauf,20,20,,,,,0,TopografischeObjekte,,,10419,,,Durchlaufsau,1,https://www.geschichtewiki.wien.gv.at/?curid=10419,
KULTURWIKIOGD.293936,293936,POINT (16.333172621498953 48.26096541823598),"19., Cobenzlgasse 63",,,,,Bezirk,,19,,,,,,0,topografische_objekte,,,95,,,Döbling,1,https://www.geschichtewiki.wien.gv.at/?curid=95,
KULTURWIKIOGD.293937,293937,POINT (16.262324619318232 48.13334947684462),"23., Brücke im Zuge der Ketzergasse 2336",,,,,Gewässer,,23,23,,,,,0,TopografischeObjekte,,,10521,,,Dürre Liesing,1,https://www.geschichtewiki.wien.gv.at/?curid=10521,
KULTURWIKIOGD.293938,293938,POINT (16.536998950002545 48.17234673089366),,,,,,Gewässer,,,22,,,,,0,TopografischeObjekte,Lobau,,10658,,,Eberschüttwasser,1,https://www.geschichtewiki.wien.gv.at/?curid=10658,
KULTURWIKIOGD.293939,293939,POINT (16.452473720633865 48.15461825692383),"11., Trepulkagasse 6/9",,,,,Grätzel,,11,11,,1108,,,0,TopografischeObjekte,,1108,10656,,,Ebersdorf,1,https://www.geschichtewiki.wien.gv.at/?curid=10656,
KULTURWIKIOGD.293940,293940,POINT (16.32875738733353 48.200085116527326),"15., Hütteldorfer Straße 16-22/12",,,,,Grünfläche,Friedrich Ebert,15,15,,,,,0,topografische_objekte,Fünfhaus,,10645,,,Ebertpark,1,https://www.geschichtewiki.wien.gv.at/?curid=10645,
KULTURWIKIOGD.293941,293941,POINT (16.335027394654766 48.22673098583087),"18., Schopenhauerstraße 81(SCHULE)",,,,,Grünfläche,Marie von Ebner-Eschenbach,18,18,,,,Leschetitzkypark,0,topografische_objekte,Währing,,10623,,,Ebner-Eschenbach-Park,1,https://www.geschichtewiki.wien.gv.at/?curid=10623,
KULTURWIKIOGD.293942,293942,POINT (16.276784697853884 48.24033995662293),"17., Neuwaldegger Straße 59",,,,,Gewässer,,17,17,,,,,0,TopografischeObjekte,,,10819,,,Eckbach,1,https://www.geschichtewiki.wien.gv.at/?curid=10819,
KULTURWIKIOGD.293943,293943,POINT (16.426801992791216 48.26152876314584),"21., Türkisgasse 14",,,,,Grätzel,Edelsteinen,21,21,,,,,0,TopografischeObjekte,Leopoldau,,10932,,,Edelsteinviertel,1,https://www.geschichtewiki.wien.gv.at/?curid=10932,
KULTURWIKIOGD.293944,293944,POINT (16.302151899852667 48.192375381417115),"14., Einwanggasse 32",,,,,Grünfläche,,14,14,,,,,0,topografische_objekte,Ecke Cumberlandstraße und Einwanggasse,,31493,,,Eduard-Gurk-Park,1,https://www.geschichtewiki.wien.gv.at/?curid=31493,
KULTURWIKIOGD.293945,293945,POINT (16.371022208052786 48.21942299812427),"02., Untere Augartenstraße 2/2",Oettingischer Garten,,,,Grünfläche,Eggerischer Garten,2,2,,,,,0,topografische_objekte,Obere Donaustraße; Untere Augartenstraße,,10841,,,Eggerischer Garten,1,https://www.geschichtewiki.wien.gv.at/?curid=10841,
KULTURWIKIOGD.293946,293946,POINT (16.287816513672137 48.14652239801343),"23., Bahnhof Atzgersdorf B",,,,,Gewässer,,23,,,,,,0,topografische_objekte,,,41683,,,Einwölbung des Knotzenbaches,1,https://www.geschichtewiki.wien.gv.at/?curid=41683,
KULTURWIKIOGD.293947,293947,POINT (16.33437132812082 48.28045128561588),"19., Josefsdorf 47 Josefinen-Hütte",,,,,Sonstiges,Elisabeth Amalie Eugenie (Österreich-Ungarn),19,19,,,,,0,TopografischeObjekte,Grinzing,,12863,,,Elisabethwiese,1,https://www.geschichtewiki.wien.gv.at/?curid=12863,
KULTURWIKIOGD.293948,293948,POINT (16.312992105469565 48.220261422055216),"16., Heigerleinstraße 58/5",,,,,Grünfläche,Else Federn,16,16,,,,,0,topografische_objekte,,,33202,,,Else-Federn-Park,1,https://www.geschichtewiki.wien.gv.at/?curid=33202,
KULTURWIKIOGD.293949,293949,POINT (16.267865593254065 48.13439046859978),"23., Ketzergasse 328",,,,,Grünfläche,Engelbert-Schliemann-Park,23,23,,,,,0,topografische_objekte,Rodaun,,14327,,,Engelbert-Schliemann-Park,1,https://www.geschichtewiki.wien.gv.at/?curid=14327,
KULTURWIKIOGD.293950,293950,POINT (16.42582093920553 48.21857296804456),"22., Stiegenanlage Ostbahnbrücke 2222",,,,,Gewässer,,22,,,1984,,,0,TopografischeObjekte,,7 Mai 1984,19189,,,Entlastungsgerinne,1,https://www.geschichtewiki.wien.gv.at/?curid=19189,
KULTURWIKIOGD.293951,293951,POINT (16.306662810640542 48.258015740766986),"19., Spießwegsteg 1921",Erbsenbach,,,,Gewässer,,19,,,,,,0,topografische_objekte,,,26964,,,Erbsenbach,1,https://www.geschichtewiki.wien.gv.at/?curid=26964,
KULTURWIKIOGD.293952,293952,POINT (16.401149030880752 48.19794908222338),"03., Kardinal-Nagl-Platz WC-ANLAGE",,,,,Vorstadt,Erdburg,3,,,,,,0,topografische_objekte,,,14185,,,Erdberg (Vorstadt),1,https://www.geschichtewiki.wien.gv.at/?curid=14185,
KULTURWIKIOGD.293953,293953,POINT (16.409280983468598 48.19242510300296),"03., Markhofgasse 20/4",,,,,Grätzel,Der Mais oder Maiß (Jungholz),3,,,,,,0,topografische_objekte,Erdberg,,14118,,,Erdberger Maiß,1,https://www.geschichtewiki.wien.gv.at/?curid=14118,
KULTURWIKIOGD.293954,293954,POINT (16.406936998390833 48.19484109363202),"03., Gestettengasse 36A",,,,,Grätzel,,3,3,,1192,,,0,TopografischeObjekte,Erdberg,1192,14106,,,Erdburg,1,https://www.geschichtewiki.wien.gv.at/?curid=14106,
KULTURWIKIOGD.293955,293955,POINT (16.386167200417717 48.26774075816802),"21., Jeneweingasse 17",,,,,Sonstiges,Erdödy,21,21,,1795,,,0,TopografischeObjekte,Jedlesee; Jeneweingasse 17,1795,14079,,,Erdödy-Landgut,1,https://www.geschichtewiki.wien.gv.at/?curid=14079,
KULTURWIKIOGD.293956,293956,POINT (16.224468912525964 48.21041313264347),"14., Mauerbachstraße 24",,,,,Sonstiges,Erich Arth,14,14,,2009,,,0,TopografischeObjekte,,2 Juni 2009,33343,,,Erich-Arth-Steg,1,https://www.geschichtewiki.wien.gv.at/?curid=33343,
KULTURWIKIOGD.293957,293957,POINT (16.297585532054644 48.19428816405189),"14., Linzer Straße 140/2",,,,,Grünfläche,Erich Auer,14,14,,,,,0,topografische_objekte,,,33038,,,Erich-Auer-Park,1,https://www.geschichtewiki.wien.gv.at/?curid=33038,
KULTURWIKIOGD.293958,293958,POINT (16.311186401456126 48.14874137276292),"23., Anton-Baumgartner-Straße 129/3",,,,,Ort,,23,,,,,,0,topografische_objekte,,,13919,,,Erlaa (Ort),1,https://www.geschichtewiki.wien.gv.at/?curid=13919,
KULTURWIKIOGD.293959,293959,POINT (16.314325376909775 48.1412504064553),"23., Canevalestraße 1",,,,,Friedhof,Erlaa,23,23,,1865,,,0,TopografischeObjekte,,1865,13917,,,Erlaaer Friedhof,1,https://www.geschichtewiki.wien.gv.at/?curid=13917,
KULTURWIKIOGD.293960,293960,POINT (16.262047700876632 48.191221200578205),"13., Erzbischofgasse 31",,,,,Grünfläche,Erna Reitmeyer,13,13,,,,,0,topografische_objekte,,,33267,,,Erna-Reitmeyer-Park,1,https://www.geschichtewiki.wien.gv.at/?curid=33267,
KULTURWIKIOGD.293961,293961,POINT (16.32690838237655 48.189708167539266),"15., Grimmgasse 35",,,,,Grünfläche,Ernestine Diwisch,15,15,,,,,0,topografische_objekte,,,33242,,,Ernestine-Diwisch-Park,1,https://www.geschichtewiki.wien.gv.at/?curid=33242,
KULTURWIKIOGD.293962,293962,POINT (16.354575253788006 48.19411512914107),"05., Rechte Wienzeile 75",,,,,Grünfläche,Ernst Arnold,5,5,,,,,0,topografische_objekte,"Wienfluß, Rechte Wienzeile, Pilgrambrücke, Rüdigerhof",,13701,,,Ernst-Arnold-Park,1,https://www.geschichtewiki.wien.gv.at/?curid=13701,
KULTURWIKIOGD.293963,293963,POINT (16.367735188145538 48.193096125556465),"04., Schlüsselgasse 4",,,,,Grünfläche,Ernst Jandl,4,4,,,,,0,topografische_objekte,,,33453,,,Ernst-Jandl-Park,1,https://www.geschichtewiki.wien.gv.at/?curid=33453,
KULTURWIKIOGD.293964,293964,POINT (16.260684695178593 48.18230024413102),"13., Schweizertalstraße 29D",,,,,Grünfläche,Ernst Krenek,13,13,,,,,0,topografische_objekte,,,31541,,,Ernst-Krenek-Park (13),1,https://www.geschichtewiki.wien.gv.at/?curid=31541,
KULTURWIKIOGD.293965,293965,POINT (16.35086725586249 48.18284218500952),"05., Einsiedlergasse 7(SCHULE)",,,,,Grünfläche,Ernst Lichtblau,5,5,,,,,0,topografische_objekte,,,31539,,,Ernst-Lichtblau-Park,1,https://www.geschichtewiki.wien.gv.at/?curid=31539,
KULTURWIKIOGD.293966,293966,POINT (16.44497592308633 48.27488468791079),"21., Schererstraße 22/8",,,,,Sonstiges,,21,21,,1932,,,0,TopografischeObjekte,"Triestinggasse, Schererstraße, Egon-Friedell-Gasse, Oswald-Redlich-Gasse, Dopschstraße, Koschakergasse",1932,13523,,,Erwerbslosensiedlung Leopoldau,1,https://www.geschichtewiki.wien.gv.at/?curid=13523,
KULTURWIKIOGD.293967,293967,POINT (16.364851234507935 48.21728601259518),"09., Schlickplatz 4/1",,,,,Grünfläche,Erwin Ringel,9,,,,,,0,topografische_objekte,,,31533,,,Erwin-Ringel-Park,1,https://www.geschichtewiki.wien.gv.at/?curid=31533,
KULTURWIKIOGD.293968,293968,POINT (16.367201200972687 48.20058509017247),"01., Friedrichstraße 10",,,,,Grünfläche,Plansprache Esperanto,1,1,,,,,0,topografische_objekte,,,44438,,,Esperantopark,1,https://www.geschichtewiki.wien.gv.at/?curid=44438,
